acting	action	actors	amazing	annoying	bad	best	casting	character	choice	classic	did	didn	disappointing	does	dullwitted	ending	enjoyable	enjoyed	excellent	expected	failed	family	fantastic	favorite	favorites	fell	film	flat	garbage	girls	good	great	hands	happy	hated	horrible	immediately	job	left	like	liked	long	lousy	love	loved	mad	money	movie	movies	music	outstanding	perfect	plot	point	pointless	pretty	price	purchase	quick	rate	really	sad	satisified	seen	sense	short	songs	spend	star	start	story	stupid	talent	talentless	theme	time	totally	twist	unacceptable	unintelligent	waste	wasted	watch	watched	watching	wonderful	wouldn	zero
0.0	0.0	0.0	0.0	0.0	0.24566189359304771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3284798692374966	0.0	0.49608038888831907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44183536047658045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44183536047658045	0.0	0.0	0.0	0.0	0.0	0.44183536047658045	0.0
0.23459921050849586	0.0	0.0	0.0	0.0	0.3913137660153792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19831270019352076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34882277374961385	0.0	0.0	0.26340143409168354	0.0	0.0	0.0	0.0	0.26340143409168354	0.31311852098763915	0.0	0.0	0.0	0.0	0.0	0.0	0.26340143409168354	0.0	0.0	0.23459921050849586	0.23459921050849586	0.16797247972773888	0.0	0.0	0.0	0.0	0.17441138687480692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23459921050849586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23459921050849586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.214163707660195	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.3104081655801009	0.15371592881152785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20553691684626804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3689977848605653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19794891960261485	0.0	0.0	0.0	0.0	0.0	0.0	0.27646588497743246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3104081655801009	0.0	0.0	0.0	0.0	0.27646588497743246	0.3104081655801009	0.0	0.21844117303295116	0.0	0.0	0.0	0.3104081655801009	0.0	0.0	0.0	0.0	0.3104081655801009	0.0	0.27646588497743246	0.0
0.0	0.0	0.37632020661463556	0.0	0.0	0.20923525553627237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42252180595630767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42252180595630767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26944437766735885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42252180595630767	0.0	0.0	0.0	0.2973380508615511	0.0	0.0	0.0	0.0	0.0	0.3435396502032232	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.27921873271314945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5021890355713667	0.0	0.0	0.4245132088717374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17978308071490573	0.0	0.0	0.0	0.0	0.3733494498019715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5638438077771244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.27397417466088153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4165395885266812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32883990729035384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17640621987730015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5532531444875777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5532531444875777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.2952393372185501	0.0	0.0	0.34926111819835115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39214061806307365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3188376288768273	0.0	0.0	0.37510520156334065	0.0	0.0	0.39214061806307365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39214061806307365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2952393372185501	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3734131910850823	0.3325814839395528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3734131910850823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24725572493210957	0.24725572493210957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3571913335584397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3734131910850823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3325814839395528	0.0	0.0	0.0	0.0	0.0	0.0	0.3325814839395528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40908930310125274	0.0	0.0	0.0	0.0	0.0	0.0	0.332618090020702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2708786797444035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40908930310125274	0.0	0.0	0.0	0.0	0.0	0.13043919997810594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5757705959678453	0.0	0.0	0.0	0.0	0.0	0.0	0.3643565110644734	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3984267449535541	0.0	0.0	0.0	0.0	0.0	0.3984267449535541	0.0	0.0	0.0	0.3984267449535541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2638184617141323	0.0	0.0	0.0	0.0	0.0	0.0	0.3984267449535541	0.0	0.0	0.0	0.0	0.0	0.0	0.323948687768098	0.0	0.0	0.25407883055186786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3548598743734965	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5472853325490435	0.0	0.36238524742767286	0.0	0.0	0.0	0.0	0.36238524742767286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4874411841440275	0.0	0.0	0.0	0.0	0.0	0.0	0.17450336734857125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41204647365865105	0.0	0.0
0.0	0.0	0.41002355499566373	0.34660337585062734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41002355499566373	0.0	0.0	0.0	0.0	0.0	0.3048295717753176	0.0	0.0	0.0	0.0	0.41002355499566373	0.0	0.0	0.0	0.0	0.0	0.0	0.41002355499566373	0.0	0.0	0.0	0.1467879476877233	0.0	0.0	0.0	0.0	0.3048295717753176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3297907746917048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17691631284399342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49418127763009867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5548529210600837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5548529210600837
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31605422519004933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1695473387078803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47359748298240695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5317420119589877	0.0	0.0	0.0	0.0	0.0	0.3741987541666302	0.0	0.0	0.0	0.0	0.47359748298240695	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3899735950256431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9208260395877039	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34274164897857373	0.0	0.0	0.0	0.34274164897857373	0.6854832979571475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16504416860760945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5176189667519072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.491555069288128	0.0	0.0	0.0	0.2434209290094892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.491555069288128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2921681060891664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1567336263672877	0.0	0.0	0.0	0.0	0.3254834266773306	0.491555069288128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4614629011734055	0.0	0.0	0.0	0.0	0.25657486988574585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3079562390531769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16520317277377697	0.0	0.0	0.0	0.0	0.3430718475585447	0.0	0.4614629011734055	0.5181176427905413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.605023672970201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2761605905336052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2761605905336052	0.0	0.0	0.0	0.605023672970201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3396518316799652	0.0	0.0	0.0	0.0
